CIUDAD;VENDEDOR;FACTURA ;FECHA;CLIENTE ;VALOR SIN IVA;VALOR CON IVA;CREDITO;VENCIMIENTO;FECHA PAGO;RADICACION;LINEA; ESTADO DE LA COMISION;;
MEDELLIN;JGG;7872;10-jun.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;2.241.014;2.666.807;60;11-ago-22;19-jul.-22;12-jun-22;SANDPIPER;PAGADA JULIO;;
BOGOTA;JFA ;7873;10-jun.-22;MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.;3.340.000;3.974.600;30;12-jul-22;5-ago.-22;12-jun-22;VIKING;PAGADA AGOSTO;;
BOGOTA;LEP;7874;10-jun.-22;SUPPLYTEC S.A.S.;2.704.000;3.217.760;0;12-jun-22;9-jun.-22;12-jun-22;VIKING;PAGADA JUNIO;;
BOGOTA;RGC;7875;10-jun.-22;ITALCOL S.A.;1.990.560;2.368.766;30;12-jul-22;15-jul.-22;12-jun-22;SANDPIPER;PAGADA JULIO;;
BOGOTA;RGC;7876;10-jun.-22;ITALCOL S.A.;1.762.250;2.097.078;30;12-jul-22;22-jul.-22;12-jun-22;OTROS;PAGADA JULIO;;
BOGOTA;RGC;7877;10-jun.-22;DETERGENTES LTDA;13.250.600;15.768.214;30;12-jul-22;8-sep.-22;12-jun-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;JFA ;7878;13-jun.-22;ECOPETROL S.A.;6.320.000;7.520.800;30;15-jul-22;29-jun.-22;15-jun-22;SANDPIPER;PAGADA JUNIO;;
MEDELLIN;JGG;7879;14-jun.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;21.783.368;25.922.208;30;16-jul-22;22-jul.-22;16-jun-22;VIKING;PAGADA JULIO;;
;;7880;;ANULADA;;;;;;;;;;
CARTAGENA;HJS;7881;14-jun.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;1.484.096;1.766.074;60;15-ago-22;21-jul.-22;16-jun-22;SANDPIPER;PAGADA JULIO;;
CALI;NVJ;7882;14-jun.-22;CARTONERA NACIONAL S.A.;3.722.080;3.722.080;30;16-jul-22;28-jul.-22;16-jun-22;SANDPIPER;PAGADA JULIO;;
CALI;NVJ;7883;15-jun.-22;CONTEGRAL S.A.S.;9.333.297;11.106.623;30;17-jul-22;11-jul.-22;17-jun-22;VIKING;PAGADA JULIO;;
CALI;NVJ;7884;15-jun.-22;ALGRANEL S.A.;39.285.715;46.750.001;30;17-jul-22;10-ago.-22;17-jun-22;HIDROMAC;PAGADA AGOSTO;;
MEDELLIN;JGG;7885;15-jun.-22;INVESA S.A.;302.400;359.856;60;16-ago-22;19-ago.-22;17-jun-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;7886;15-jun.-22;C.I. UNION DE BANANEROS DE URABA S.A.UNIBAN ;9.004.800;10.715.712;30;17-jul-22;2-sep.-22;17-jun-22;OTROS;PAGADA SEPTIEMBRE;;
;;7887;;ANULADA;;;;;;;;;;
;;7888;;ANULADA;;;;;;;;;;
BOGOTA;RGC;7889;16-jun.-22;ITALCOL S.A.;1.550.000;1.844.500;30;18-jul-22;22-jul.-22;18-jun-22;OTROS;PAGADA JULIO;;
BOGOTA;RGC;7890;16-jun.-22;ITALCOL S.A.;457.600;544.544;30;18-jul-22;22-jul.-22;18-jun-22;OTROS;PAGADA JULIO;;
CALI;NVJ;7891;17-jun.-22;ETERNIT COLOMBIANA S.A.;3.775.200;4.492.488;60;18-ago-22;17-feb.-22;19-jun-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;MAV;7892;17-jun.-22;PEPSICO ALIMENTOS Z.F. LTDA. ;6.000.000;7.140.000;30;19-jul-22;29-jul.-22;19-jun-22;OTROS;PAGADA JULIO;;
;;7893;;ANULADA;;;;;;;;;;
BOGOTA;RGC;7894;21-jun.-22;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;4.182.520;4.182.520;45;7-ago-22;11-ago.-22;23-jun-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;7895;21-jun.-22;CIOSA DE COLOMBIA S.A.S.;4.418.600;5.258.134;0;23-jun-22;21-jun.-22;23-jun-22;OTROS;PAGADA JUNIO;;
CALI;NVJ;7896;22-jun.-22;ETERNIT COLOMBIANA S.A.;2.213.642;2.634.234;60;23-ago-22;24-ago.-22;24-jun-22;SANDPIPER;PAGADA AGOSTO;;
CALI;NVJ;7897;22-jun.-22;DISTRIBUIDORA AVICOLA S.A.S.;14.103.200;16.782.808;0;24-jun-22;8-jul.-22;24-jun-22;VIKING;PAGADA JULIO;;
BOGOTA;MAV;7898;22-jun.-22;SOLLA S.A.;176.000;209.440;30;24-jul-22;27-jul.-22;24-jun-22;SANDPIPER;PAGADA JULIO;;
CARTAGENA;HJS;7899;23-jun.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;492.360;585.908;60;24-ago-22;21-jul.-22;25-jun-22;SANDPIPER;PAGADA AGOSTO;;
BUCARAMANGA;LRL;7900;23-jun.-22;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;228.800;272.272;0;25-jun-22;11-nov.-22;25-jun-22;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JFA ;7901;24-jun.-22;MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.;1.723.000;2.050.370;30;26-jul-22;28-jul.-22;26-jun-22;OTROS;PAGADA JULIO;;
BUCARAMANGA;LRL;7902;28-jun.-22;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;2.723.300;3.240.727;0;30-jun-22;11-nov.-22;30-jun-22;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;RGC;7903;28-jun.-22;SUMINISTROS DE COLOMBIA S.A.S.;907.886;1.080.384;60;29-ago-22;10-ago.-22;30-jun-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;JFA ;7904;28-jun.-22;MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.;13.830.000;16.457.700;30;30-jul-22;2-ago.-22;30-jun-22;VIKING;PAGADA AGOSTO;;
BOGOTA;JFA ;7905;28-jun.-22;INDUSTRIAS DONSSON S.A.S.;6.040.000;7.187.600;0;30-jun-22;16-jun.-22;30-jun-22;VIKING;PAGADA JULIO;;
BOGOTA;LRL;7906;29-jun.-22;DIANA CAROLINA DUQUE LAVERDE;3.865.000;3.865.000;0;1-jul-22;12/07/22 y 01/09/22;1-jul-22;OTROS;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;7907;29-jun.-22;ITALCOL DE OCCIDENTE S.A.;2.522.858;3.002.201;30;31-jul-22;30-jul.-22;1-jul-22;HIDROMAC;PAGADA AGOSTO;;
BOGOTA;RGC;7908;29-jun.-22;ITALCOL S.A.;655.000;779.450;30;31-jul-22;29-jul.-22;1-jul-22;OTROS;PAGADA AGOSTO;;
BOGOTA;RGC;7909;1-jul.-22;GEOPARK COLOMBIA S.A.S.;1.163.500;1.384.565;30;2-ago-22;4-ago.-22;3-jul-22;OTROS;PAGADA AGOSTO;;
BOGOTA;RGC;7910;1-jul.-22;CABARRIA IQA S.A. / INDUSTRIA QUIMICA ANDINA ;1.064.000;1.266.160;30;2-ago-22;23-ago.-22;3-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;RGC;7911;1-jul.-22;SUMINISTROS DE COLOMBIA S.A.S.;955.637;1.137.208;60;1-sep-22;10-ago.-22;3-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;RGC;7912;1-jul.-22;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;3.379.400;3.379.400;45;17-ago-22;25-ago.-22;3-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;RGC;7913;1-jul.-22;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;2.550.000;2.550.000;45;17-ago-22;25-ago.-22;3-jul-22;OTROS;PAGADA SEPTIEMBRE;;
CARTAGENA;HJS;7914;1-jul.-22;AJOVER DARNEL S.A.S.;8.786.700;10.456.173;30;2-ago-22;4-ago.-22;3-jul-22;HIDROMAC;PAGADA AGOSTO;;
MEDELLIN;JGG;7915;1-jul.-22;CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA;30.083.200;35.799.008;30;2-ago-22;4-ago.-22;3-jul-22;OTROS;PAGADA AGOSTO;;
BOGOTA;JFA ;7916;1-jul.-22;MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.;1.126.000;1.339.940;30;2-ago-22;2-ago.-22;3-jul-22;OTROS;PAGADA AGOSTO;;
MEDELLIN;JGG;7917;1-jul.-22;CONTEGRAL S.A.S.;2.020.000;2.403.800;30;2-ago-22;25-jul.-22;3-jul-22;DOSIFICACION;PAGADA JULIO;;
MEDELLIN;JGG;7918;1-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.362.040;1.620.828;60;1-sep-22;10-ago.-22;3-jul-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;7919;1-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.039.431;1.236.923;60;1-sep-22;10-ago.-22;3-jul-22;SANDPIPER;PAGADA AGOSTO;;
BARRANCABERMEJA;MAV;7920;1-jul.-22;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;2.464.000;2.464.000;30;2-ago-22;26-jul.-22;3-jul-22;SANDPIPER;PAGADA JULIO;;
MEDELLIN;JGG;7921;5-jul.-22;SARY SOCIEDAD POR ACCIONES SIMPLIFICADA ;800.000;952.000;30;6-ago-22;5-ago.-22;7-jul-22;OTROS;PAGADA AGOSTO;;
BOGOTA;IVP;7922;5-jul.-22;INDUSTRIA COLOMBIANA DE ASFALTOS S.A.S. ;47.219.400;56.191.086;30;6-ago-22;15/06/22 y 19/08/22;7-jul-22;VIKING;PAGADA AGOSTO;;
MANIZALES;JGG;7923;5-jul.-22;STEPAN COLOMBIA S.A.S.;9.880.000;11.757.200;30;6-ago-22;6-ago.-22;7-jul-22;OTROS;PAGADA AGOSTO;;
MEDELLIN;JGG;7924;5-jul.-22;ITALCOL S.A.;378.000;449.820;30;6-ago-22;5-ago.-22;7-jul-22;OTROS;PAGADA AGOSTO;;
BOGOTA;RGC;7925;5-jul.-22;CASA LUKER S.A.;6.622.032;7.880.218;30;6-ago-22;5-ago.-22;7-jul-22;VIKING;PAGADA AGOSTO;;
MEDELLIN;JGG;7926;5-jul.-22;COLORQUIMICA S.A.S.;233.100;277.389;30;6-ago-22;12-ago.-22;7-jul-22;SANDPIPER;PAGADA AGOSTO;;
BUCARAMANGA;LRL;7927;5-jul.-22;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;2.433.600;2.895.984;0;7-jul-22;11-nov.-22;7-jul-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;7928;5-jul.-22;INVESA S.A.;2.951.800;3.512.642;60;5-sep-22;9-sep.-22;7-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
CALI;NVJ;7929;5-jul.-22;CONTEGRAL S.A.S.;12.720.000;15.136.800;30;6-ago-22;1-ago.-22;7-jul-22;VIKING;PAGADA AGOSTO;;
;;7930;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;7931;5-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;896.840;1.067.240;60;5-sep-22;17-ago.-22;7-jul-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;7932;6-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;358.364;426.453;60;6-sep-22;17-ago.-22;8-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;MAV;7933;7-jul.-22;EUROFARMA LABORATORIOS ;2.375.000;2.826.250;60;7-sep-22;5-sep.-22;9-jul-22;OTROS;PAGADA SEPTIEMBRE;;
CARTAGENA;HJS;7934;7-jul.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;28.554.044;33.979.312;60;7-sep-22;11-ago.-22;9-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;RGC;7935;7-jul.-22;CARTON COLOMBIA S.A.;1.812.000;2.156.280;60;7-sep-22;1-sep.-22;9-jul-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;JFA ;7936;7-jul.-22;ITALCOL S.A.;4.215.000;5.015.850;30;8-ago-22;12-ago.-22;9-jul-22;HIDROMAC;PAGADA AGOSTO;;
BOGOTA;JFA ;7937;7-jul.-22;ITALCOL S.A.;2.220.000;2.641.800;30;8-ago-22;12-ago.-22;9-jul-22;OTROS;PAGADA AGOSTO;;
MEDELLIN;JGG;7938;8-jul.-22;SULFOQUIMICA S.A.;936.000;1.113.840;60;8-sep-22;30-sep.-22;10-jul-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;7939;8-jul.-22;SULFOQUIMICA S.A.;872.000;1.037.680;60;8-sep-22;30-sep.-22;10-jul-22;SANDPIPER;PAGADA OCTUBRE;;
;;7940;;ANULADA;;;;;;;;;;
BOGOTA;RGC;7941;8-jul.-22;ITALCOL S.A.;1.625.000;1.933.750;30;9-ago-22;12-ago.-22;10-jul-22;OTROS;PAGADA AGOSTO;;
CARTAGENA;HJS;7942;11-jul.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;2.861.592;3.405.294;60;11-sep-22;25-ago.-22;13-jul-22;SANDPIPER;PAGADA AGOSTO;;
BARRANCABERMEJA;MAV;7943;11-jul.-22;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;17.839.404;21.228.891;30;12-ago-22;10-ago.-22;13-jul-22;SANDPIPER;PAGADA AGOSTO;;
BARRANQUILLA;HJS;7944;11-jul.-22;TALECTRO INGENIERIA S.A.S.;3.269.279;3.890.442;30;12-ago-22;5-ago.-22;13-jul-22;VIKING;PAGADA AGOSTO;;
BOGOTA;MAV;7945;11-jul.-22;PRODUCCIONES QUIMICAS S.A.;7.504.000;8.929.760;30;12-ago-22;19-ago.-22;13-jul-22;SANDPIPER;PAGADA AGOSTO;;
BARRANQUILLA;MAV;7946;11-jul.-22;IMPALA TERMINALS COLOMBIA S.A.S.;300.000;357.000;30;12-ago-22;10-ago.-22;13-jul-22;OTROS;PAGADA AGOSTO;;
;;7947;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;7948;12-jul.-22;C.I. UNION DE BANANEROS DE URABA S.A.UNIBAN ;26.831.450;31.929.426;30;13-ago-22;09/09/22 Y 07/10/22;14-jul-22;OTROS;PAGADA OCTUBRE;;
;;7949;;ANULADA;;;;;;;;;;
CALI;NVJ;7950;13-jul.-22;MAYAGUEZ S.A.;9.380.800;11.163.152;30;14-ago-22;29-sep.-22;15-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;7951;13-jul.-22;ITALCOL S.A.;1.417.080;1.686.325;30;14-ago-22;12-ago.-22;15-jul-22;VIKING;PAGADA AGOSTO;;
MEDELLIN;JGG;7952;13-jul.-22;ESPUMAS PLASTICAS S.A.S.;1.314.500;1.564.255;0;15-jul-22;29-abr.-22;15-jul-22;VIKING;PAGADA JULIO;;
BARRANQUILLA ;HJS;7953;13-jul.-22;CONTELEMEC S.A.S.;3.900.000;4.641.000;30;14-ago-22;12-jul.-22;15-jul-22;HIDROMAC;PAGADA JULIO;;
BOGOTA;IVP;7954;14-jul.-22;CANPACK COLOMBIA S.A.S.;501.592;596.894;30;15-ago-22;12-ago.-22;16-jul-22;VIKING;PAGADA AGOSTO;;
BOGOTA;IVP;7955;14-jul.-22;CANPACK COLOMBIA S.A.S.;14.121.744;16.804.875;30;15-ago-22;12-ago.-22;16-jul-22;VIKING;PAGADA AGOSTO;;
BOGOTA;RGC;7956;14-jul.-22;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;1.324.400;1.324.400;45;30-ago-22;30-ago.-22;16-jul-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;7957;14-jul.-22;AMTEX S.A.;919.710;1.094.455;60;14-sep-22;23-sep.-22;16-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;7958;14-jul.-22;EMPACOR S.A.;5.698.112;6.780.753;0;16-jul-22;6-may.-22;16-jul-22;SANDPIPER;PAGADA JULIO;;
MEDELLIN;JGG;7959;14-jul.-22;SULFOQUIMICA S.A.;431.957;514.029;60;14-sep-22;7-oct.-22;16-jul-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;7960;14-jul.-22;MABE COLOMBIA S.A.S. ;3.209.730;3.819.579;60;14-sep-22;25-ago.-22;16-jul-22;VIKING;PAGADA AGOSTO;;
;;7961;;ANULADA;;;;;;;;;;
;;7962;;ANULADA;;;;;;;;;;
BOGOTA;RGC;7963;14-jul.-22;DETERGENTES LTDA;790.918;941.192;30;15-ago-22;8-sep.-22;16-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
CALI;NVJ;7964;14-jul.-22;ETERNIT COLOMBIANA S.A.;1.698.840;2.021.620;60;14-sep-22;14-sep.-22;16-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;7965;14-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;955.636;1.137.207;60;14-sep-22;25-ago.-22;16-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;RGC;7966;14-jul.-22;AJOVER DARNEL S.A.S.;912.977;1.086.443;30;15-ago-22;24-ago.-22;16-jul-22;VIKING;PAGADA AGOSTO;;
BOGOTA;MAV;7967;14-jul.-22;DIGI COSMETICS COLOMBIA S.A.S.;4.667.443;5.554.257;30;15-ago-22;9-sep.-22;16-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;7968;14-jul.-22;BIO D S.A.;25.827.698;25.827.698;30;15-ago-22;16-ago.-22;16-jul-22;SANDPIPER;PAGADA AGOSTO;;
;;7969;;ANULADA;;;;;;;;;;
BARRANQUILLA;HJS;7970;14-jul.-22;TALECTRO INGENIERIA S.A.S.;3.897.133;4.637.588;30;15-ago-22;5-ago.-22;16-jul-22;DOSIFICACION;PAGADA AGOSTO;;
BARRANQUILLA;HJS;7971;14-jul.-22;SULFOQUIMICA S.A.;1.760.045;2.094.454;60;14-sep-22;21-nov.-22;16-jul-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;7972;14-jul.-22;SULFOQUIMICA S.A.;1.464.000;1.742.160;60;14-sep-22;7-oct.-22;16-jul-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;7973;15-jul.-22;AMTEX S.A.;1.857.510;2.210.437;60;15-sep-22;23-sep.-22;17-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;JFA ;7974;15-jul.-22;CENTRO INTEGRAL DE MANTENIMIENTO AUTOCARS S.A.S.;44.024.000;52.388.560;0;17-jul-22;15-jul.-22;17-jul-22;VIKING;PAGADA JULIO;;
MEDELLIN;JGG;7975;18-jul.-22;C.I. UNION DE BANANEROS DE URABA S.A.UNIBAN ;4.827.800;5.745.082;30;19-ago-22;4-nov.-22;20-jul-22;SANDPIPER;PAGADA NOVIEMBRE;;
CALI;NVJ;7976;18-jul.-22;ALIMENTOS FINCA S.A.S.;5.697.360;6.779.858;30;19-ago-22;16-ago.-22;20-jul-22;VIKING;PAGADA AGOSTO;;
CARTAGENA;HJS;7977;18-jul.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;1.840.360;2.190.028;60;18-sep-22;25-ago.-22;20-jul-22;SANDPIPER;PAGADA AGOSTO;;
CARTAGENA;HJS;7978;18-jul.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;615.081;731.946;60;18-sep-22;25-ago.-22;20-jul-22;SANDPIPER;PAGADA AGOSTO;;
CARTAGENA;HJS;7979;18-jul.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;6.007.332;7.148.725;60;18-sep-22;25-ago.-22;20-jul-22;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;RGC;7980;18-jul.-22;FERRETERIA HERRAMIENTAS Y LAMINAS S.A.S.;1.431.720;1.703.747;0;20-jul-22;01/06/22 y 15/07/22;20-jul-22;DOSIFICACION;PAGADA JULIO;;
BOGOTA;LEP;7981;18-jul.-22;SOLUCIONES EN TECNOLOGIAS FILTRANTES S.A.S.;4.362.400;5.191.256;0;20-jul-22;15-jul.-22;20-jul-22;OTROS;PAGADA JULIO;;
MEDELLIN;JGG;7982;18-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;2.377.499;2.829.224;60;18-sep-22;17-ago.-22;20-jul-22;SANDPIPER;PAGADA DICIEMBRE;;
;;7983;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;7984;19-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.371.620;1.632.228;60;19-sep-22;1-sep.-22;21-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
CALI;NVJ;7985;19-jul.-22;CARTONES AMERICA S.A.;4.690.400;5.581.576;60;19-sep-22;18-ago.-22;21-jul-22;SANDPIPER;PAGADA AGOSTO;;
CALI;NVJ;7986;19-jul.-22;CARTONERA NACIONAL S.A.;551.040;655.738;30;20-ago-22;30-sep.-22;21-jul-22;SANDPIPER;PAGADA OCTUBRE;;
CALI;NVJ;7987;19-jul.-22;CARTONES AMERICA S.A.;9.096.000;10.824.240;60;19-sep-22;26-ago.-22;21-jul-22;SANDPIPER;PAGADA AGOSTO;;
;;7988;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;7989;19-jul.-22;AMTEX S.A.;4.632.172;5.512.285;60;19-sep-22;7-oct.-22;21-jul-22;SANDPIPER;PAGADA OCTUBRE;;
;;7990;;ANULADA;;;;;;;;;;
CALI;NVJ;7991;21-jul.-22;ITALCOL DE OCCIDENTE S.A.;9.208.000;10.957.520;30;22-ago-22;2-sep.-22;23-jul-22;OTROS;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;7992;21-jul.-22;ALPINA PRODUCTOS ALIMENTICIOS S.A.;6.962.000;8.284.780;60;21-sep-22;5-sep.-22;23-jul-22;HIDROMAC;PAGADA SEPTIEMBRE;;
;;7993;;ANULADA;;;;;;;;;;
BOGOTA;RGC;7994;21-jul.-22;BRINSA S.A.;7.014.656;8.347.441;45;6-sep-22;5-sep.-22;23-jul-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;LRL;7995;22-jul.-22;DIANA CAROLINA DUQUE LAVERDE;3.865.000;3.865.000;0;24-jul-22;1-sep.-22;24-jul-22;OTROS;PAGADA SEPTIEMBRE;;
MANIZALES;NVJ;7996;22-jul.-22;JORGE E. JARAMILLO V. Y. CIA S.A.S.;18.496.496;22.010.830;30;23-ago-22;24-ago.-22;24-jul-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;7997;22-jul.-22;C.I. G&LINGERIE S.A.S.;1.774.000;2.111.060;30;23-ago-22;31-ago.-22;24-jul-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;7998;22-jul.-22;PROTISA COLOMBIA S.A.;2.240.000;2.240.000;60;22-sep-22;23-sep.-22;24-jul-22;OTROS;PAGADA SEPTIEMBRE;;
;;7999;;ANULADA;;;;;;;;;;
CARTAGENA;HJS;8000;22-jul.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;13.084.885;15.571.013;60;22-sep-22;25-ago.-22;24-jul-22;OTROS;PAGADA AGOSTO;;
BOGOTA;RGC;8001;22-jul.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;1.173.571;1.396.549;30;23-ago-22;25-ago.-22;24-jul-22;OTROS;PAGADA AGOSTO;;
CALI ;NVJ;8002;22-jul.-22;INGENIO SAN CARLOS S.A.;12.076.013;14.370.455;60;22-sep-22;5-oct.-22;24-jul-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;JGG;8003;22-jul.-22;CHEVRON PETROEUM COMPANY;31.766.238;37.801.823;30;23-ago-22;18-ago.-22;24-jul-22;VIKING;PAGADA AGOSTO;;
;;8004;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8005;22-jul.-22;CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA;44.279.570;52.692.688;30;23-ago-22;25-ago.-22;24-jul-22;DOSIFICACION;PAGADA AGOSTO;;
BOGOTA;JGG;8006;22-jul.-22;CHEVRON PETROEUM COMPANY;76.157.472;90.627.392;30;23-ago-22;18-ago.-22;24-jul-22;VIKING;PAGADA AGOSTO;;
;;8007;;ANULADA;;;;;;;;;;
BOGOTA;LEP;8008;25-jul.-22;INDUSTRIAS LA VICTORIA S.A.S.;3.799.896;4.521.876;30;26-ago-22;22/07/22 y 31/08/22;27-jul-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;LEP;8009;25-jul.-22;INDUSTRIAS LA VICTORIA S.A.S.;626.875;745.981;30;26-ago-22;22/07/22 y 31/08/22;27-jul-22;VIKING;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8010;25-jul.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.309.251;1.558.009;60;25-sep-22;8-sep.-22;27-jul-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8011;25-jul.-22;OLEODUCTO CENTRAL S.A.;1.103.248;1.312.865;30;26-ago-22;18-ago.-22;27-jul-22;VIKING;PAGADA AGOSTO;;
CALI;NVJ;8012;27-jul.-22;ALIMENTOS FINCA S.A.S.;7.701.986;9.165.363;30;28-ago-22;22-ago.-22;29-jul-22;VIKING;PAGADA AGOSTO;;
;;8013;;ANULADA;;;;;;;;;;
BOGOTA;MAV;8014;29-jul.-22;SOLLA S.A.;65.633;78.103;30;30-ago-22;31-ago.-22;31-jul-22;VIKING;PAGADA AGOSTO;;
MEDELLIN;JGG;8015;29-jul.-22;ITALCOL DE OCCIDENTE S.A.;2.522.900;3.002.251;30;30-ago-22;2-sep.-22;31-jul-22;HIDROMAC;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8016;1-ago.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.079.300;1.284.367;60;2-oct-22;8-sep.-22;3-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8017;1-ago.-22;INDUSTRIA HACEB S.A.;3.577.500;4.257.225;60;2-oct-22;16-sep.-22;3-ago-22;OTROS;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8018;1-ago.-22;INDUSTRIA HACEB S.A.;1.567.500;1.865.325;60;2-oct-22;16-sep.-22;3-ago-22;OTROS;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8019;1-ago.-22;ALIMENTOS FINCA S.A.S.;1.613.600;1.920.184;30;2-sep-22;29-ago.-22;3-ago-22;VIKING;PAGADA AGOSTO;;
MEDELLIN;JGG;8020;1-ago.-22;CERVECERIA UNION S.A.;16.675.200;19.843.488;65;7-oct-22;7-sep.-22;3-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8021;1-ago.-22;CASA LUKER S.A.;54.490.500;64.843.695;30;2-sep-22;2-sep.-22;3-ago-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8022;1-ago.-22;CABARRIA IQA S.A. / INDUSTRIA QUIMICA ANDINA ;16.308.160;19.406.710;30;2-sep-22;18-oct.-22;3-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;LEP;8023;1-ago.-22;SERVICIOS PETROLEROS DEL LLANO S.A.S.;21.370.500;25.430.895;0;3-ago-22;29-jul.-22;3-ago-22;SANDPIPER;PAGADA AGOSTO;;
